market,okx_inst_id,ccxt_symbol,timestamp,timestamp_ms,funding_rate,realized_rate,formula_type,method,inst_type,source,fetch_timestamp_utc
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-18T00:00:00+00:00,1773792000000,6.14928957416e-05,0.0000614928957416,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-18T08:00:00+00:00,1773820800000,4.9151946795e-05,0.000049151946795,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-18T16:00:00+00:00,1773849600000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-19T00:00:00+00:00,1773878400000,8.91843298055e-05,0.0000891843298055,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-19T08:00:00+00:00,1773907200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-19T16:00:00+00:00,1773936000000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-20T00:00:00+00:00,1773964800000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-20T08:00:00+00:00,1773993600000,-8.22523715612e-05,-0.0000822523715612,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-20T16:00:00+00:00,1774022400000,3.57371234635e-05,0.0000357371234635,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-21T00:00:00+00:00,1774051200000,0.0001,0.0001,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-21T08:00:00+00:00,1774080000000,-7.34590581289e-05,-0.0000734590581289,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-21T16:00:00+00:00,1774108800000,1.48414401797e-05,0.0000148414401797,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-22T00:00:00+00:00,1774137600000,8.27990519314e-05,0.0000827990519314,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
NEARUSDT,NEAR-USDT-SWAP,NEAR/USDT:USDT,2026-03-22T08:00:00+00:00,1774166400000,1.67554890189e-05,0.0000167554890189,withRate,current_period,SWAP,okx_public_via_ccxt.fetchFundingRateHistory,2026-05-23T08:41:43.407426+00:00
